churn,accountlength,internationalplan,voicemailplan,numbervmailmessages,totaldayminutes,totaldaycalls,totaldaycharge,totaleveminutes,totalevecalls,totalevecharge,totalnightminutes,totalnightcalls,totalnightcharge,totalintlminutes,totalintlcalls,totalintlcharge,numbercustomerservicecalls
Yes,82.0,1,1,0.0,266.9,83.0,45.37,200.67979797979797,74.0,19.52,251.7,99.0,11.33,11.0,6.0,2.97,3.0
Yes,130.0,0,1,0.0,216.2,106.0,36.75,363.7,86.0,30.91,126.7,123.0,5.7,16.9,2.0,4.56,5.0
Yes,84.0,1,1,0.0,225.9,86.0,38.4,275.6,105.0,23.43,201.4,108.0,9.06,14.3,3.0,3.86,3.0
Yes,170.0,1,0,42.0,199.5,119.0,33.92,135.0,90.0,11.48,184.6,49.0,8.31,10.9,3.0,2.94,4.0
Yes,24.0,1,1,0.0,265.6,86.0,45.15,208.8,102.0,17.75,182.5,105.0,8.21,11.1,6.0,3.0,2.0
Yes,94.0,1,1,0.0,271.2,105.0,46.1,202.6,105.0,17.22,221.6,51.0,9.97,11.5,3.0,3.11,3.0
Yes,102.0,1,1,0.0,245.4,82.0,41.72,260.3,124.0,22.13,195.1,82.0,8.78,10.5,3.0,2.84,3.0
Yes,133.0,0,1,0.0,254.7,103.0,43.3,252.2,80.0,17.048292929292934,178.1,103.0,8.01,8.0,3.0,2.16,0.0
Yes,60.0,1,1,0.0,289.8,101.0,49.27,255.6,115.0,21.73,242.8,76.0,10.93,11.7,4.0,3.16,2.0
Yes,38.0,1,1,0.0,175.7,109.0,29.87,211.8,97.0,18.0,137.9,109.0,6.21,9.2,3.0,2.624881477946621,5.0
Yes,110.0,0,1,0.0,135.1,99.0,22.97,227.3,123.0,19.32,176.0,110.0,7.92,13.2,4.0,3.56,1.0
Yes,112.0,1,1,0.0,335.5,77.0,57.04,212.5,109.0,18.06,265.0,132.0,11.93,12.7,8.0,3.43,2.0
Yes,121.0,1,1,0.0,144.8,126.0,24.62,200.6,82.0,17.05,208.8,81.0,9.4,13.3,9.0,3.59,0.0
Yes,78.0,0,1,0.0,236.8,141.0,40.26,265.3,101.0,22.55,152.4,77.0,6.86,9.5,2.0,2.57,1.0
Yes,32.0,0,1,0.0,265.5,75.0,45.14,119.7,77.0,10.17,169.9,128.0,7.65,14.8,6.0,4.0,2.0
Yes,96.0,1,0,37.0,172.7,93.0,29.36,120.1,116.0,10.21,216.1,86.0,9.72,10.3,5.0,2.78,5.0
Yes,131.0,0,0,26.0,292.9,101.0,49.79,199.7,97.0,16.97,255.3,127.0,11.49,13.8,7.0,3.73,4.0
Yes,120.0,1,1,0.0,253.2,95.0,30.62938639792639,210.8,86.0,17.92,253.9,81.0,11.43,9.5,4.0,2.57,5.0
Yes,88.0,1,1,0.0,131.5,99.0,22.36,174.8,128.0,14.86,184.2,83.0,8.29,7.9,2.0,2.13,5.0
Yes,97.16140192451164,1,1,0.0,225.9,78.0,38.4,243.1,83.0,20.66,84.1,94.0,3.78,13.5,2.0,3.65,2.0
Yes,94.0,1,1,0.0,269.2,104.0,45.76,200.67979797979797,144.0,16.47,257.6,61.0,11.59,8.9,2.0,2.4,3.0
Yes,110.0,1,1,0.0,251.3,100.03878787878787,42.72,207.2,95.0,17.61,249.0,70.0,11.21,12.9,2.0,3.48,1.0
Yes,82.0,1,1,0.0,167.1,77.0,28.41,131.8,79.0,11.2,187.4,98.0,8.43,9.4,1.0,2.54,6.0
Yes,103.0,1,0,18.0,149.9,84.0,25.48,170.9,84.0,14.53,171.5,112.0,7.72,11.5,7.0,3.11,0.0
Yes,117.0,1,1,0.0,118.4,126.0,20.13,249.3,97.0,21.19,227.0,56.0,10.22,13.6,3.0,3.67,5.0
Yes,89.0,1,1,0.0,144.2,74.0,24.51,164.7,119.0,14.0,279.2,121.0,12.56,12.1,7.0,3.27,4.0
Yes,102.0,1,1,0.0,195.7,116.0,33.27,209.1,87.0,17.77,201.1,73.0,9.05,8.3,3.0,2.24,1.0
Yes,61.0,1,0,27.0,187.5,124.0,31.88,146.6,103.0,12.46,225.7,129.0,10.16,6.4,6.0,1.73,4.0
Yes,115.3868894525334,1,1,0.0,267.9,80.0,45.54,145.4,143.0,12.36,273.3,119.0,12.3,14.9,1.0,4.02,3.0
Yes,3.0,1,1,0.0,125.5,100.0,21.34,266.2,78.0,22.63,270.4,119.0,12.17,5.9,6.0,1.59,3.0
Yes,84.0,1,0,25.0,113.9,90.0,19.36,257.0,99.0,21.85,214.5,98.0,9.65,12.9,8.0,3.48,4.0
Yes,117.0,1,1,0.0,185.6,115.0,31.55,174.8,83.0,14.86,188.2,122.0,8.47,6.7,4.0,1.81,4.0
Yes,36.0,0,0,42.0,196.8,100.03878787878787,33.46,254.9,122.0,21.67,138.3,126.0,6.22,20.0,6.0,5.4,0.0
Yes,72.0,0,1,0.0,286.1,101.0,48.64,306.1,94.0,26.02,232.8,89.0,10.48,10.3,1.0,2.78,4.0
Yes,100.0,1,0,31.0,67.7,67.0,11.51,147.1,116.0,12.5,288.3,103.0,12.97,12.3,2.0,3.32,6.0
Yes,58.0,1,1,0.0,247.2,116.0,42.02,303.7,103.0,25.81,105.4,94.0,4.74,9.3,2.0,2.51,2.0
Yes,133.0,1,1,0.0,277.3,138.0,47.14,228.4,117.0,19.41,117.3,103.0,5.28,12.8,4.432525252525252,3.46,2.0
Yes,67.0,1,1,0.0,125.0,96.0,21.25,294.5,114.0,25.03,205.7,75.0,9.26,10.2,4.0,2.75,1.0
Yes,138.0,0,1,0.0,46.5,104.0,7.91,186.0,114.0,15.81,167.5,95.0,7.54,9.6,4.0,2.59,4.0
Yes,150.0,0,1,0.0,114.8,156.0,19.52,135.3,78.0,11.5,218.4,98.0,9.83,15.6,4.0,4.21,1.0
Yes,161.0,1,1,0.0,194.2,106.0,33.01,249.4,105.0,21.2,254.9,129.0,11.47,12.9,1.0,3.48,1.0
Yes,97.0,1,1,0.0,225.1,90.0,38.27,279.5,127.0,23.76,233.8,103.0,10.52,8.8,4.0,2.38,0.0
Yes,222.0,1,1,0.0,256.6,119.0,43.62,230.8,98.0,19.62,236.0,97.0,10.62,12.2,5.0,3.29,1.0
Yes,176.0,1,1,0.0,304.2,111.0,51.71,306.6,64.0,26.06,207.9,98.0,9.36,9.5,2.0,2.57,7.0
Yes,111.0,1,1,0.0,172.8,58.0,29.38,183.1,108.0,15.56,158.8,104.0,7.15,7.9,3.0,2.13,4.0
Yes,74.0,1,1,0.0,286.9,113.0,48.77,260.8,121.0,22.17,137.1,94.0,6.17,12.6,6.0,3.4,0.0
Yes,111.0,1,1,0.0,249.8,109.0,42.47,242.4,106.0,20.6,231.8,78.0,10.43,11.6,4.0,3.13,0.0
Yes,95.0,1,0,24.0,129.4,120.0,22.0,159.8,68.0,13.58,214.4,83.0,9.65,12.6,4.0,3.4,4.0
Yes,112.0,1,1,0.0,266.0,97.0,45.22,214.6,94.0,18.24,306.2,100.0,13.78,14.2,2.0,3.83,2.0
Yes,113.0,0,1,0.0,122.2,112.0,20.77,131.7,94.0,11.19,169.5,106.0,7.63,10.3,9.0,2.78,5.0
Yes,104.0,1,1,0.0,261.2,81.0,44.4,209.1,130.0,17.77,281.1,121.0,12.65,11.3,1.0,3.05,2.0
Yes,145.0,1,1,0.0,224.2,89.0,38.11,314.9,121.0,26.77,182.9,121.0,8.23,16.1,3.0,4.35,1.0
Yes,41.0,1,1,0.0,232.1,74.0,39.46,327.1,88.0,27.8,226.5,119.0,10.19,10.9,2.0,2.94,3.0
Yes,135.0,1,1,0.0,263.8,66.0,44.85,251.3,116.0,21.36,200.1,112.0,9.0,8.4,2.0,2.968077143007477,5.0
Yes,98.0,1,1,0.0,182.6,76.0,31.04,145.2,75.0,12.34,162.6,127.0,7.32,12.0,1.0,3.24,6.0
Yes,25.0,1,1,0.0,264.9,80.0,45.03,281.2,66.0,23.9,166.1,80.0,7.47,8.4,4.0,2.27,1.0
Yes,94.0,1,1,0.0,157.9,105.0,26.84,155.0,101.0,13.18,189.6,84.0,8.53,8.0,5.0,2.16,4.0
Yes,97.0,1,1,0.0,276.1,82.0,46.94,201.1,106.0,17.09,231.3,73.0,10.41,8.9,4.0,2.4,0.0
Yes,84.0,1,1,0.0,289.1,100.0,49.15,233.8,97.0,19.87,223.5,148.0,10.06,12.7,2.0,3.43,2.0
Yes,85.0,1,1,0.0,236.9,93.0,40.27,197.7,113.0,16.8,309.1,78.0,13.91,11.4,7.0,3.08,2.0
Yes,101.0,0,1,0.0,169.5,117.0,28.82,212.0,111.0,18.02,204.0,120.0,9.18,9.7,1.0,2.62,0.0
Yes,42.0,1,1,0.0,137.9,160.0,23.44,234.9,107.0,19.97,166.6,70.0,7.5,14.3,3.0,3.86,5.0
Yes,28.0,1,1,0.0,121.7,48.0,20.69,125.8,112.0,10.69,261.6,122.0,11.77,10.259010101010102,2.0,2.24,6.0
Yes,86.0,1,1,0.0,128.3,121.0,21.81,197.1,93.0,16.75,138.4,152.0,6.23,12.2,5.0,3.29,7.0
Yes,143.0,1,1,0.0,211.4,94.0,35.94,184.5,89.0,15.68,243.2,108.0,10.94,5.5,5.0,1.49,1.0
Yes,126.0,1,1,0.0,58.2,94.0,9.89,138.7,118.0,11.79,136.8,91.0,6.16,11.9,1.0,3.21,5.0
Yes,139.0,1,1,0.0,236.6,109.0,40.22,169.9,107.0,14.44,212.3,118.0,9.55,11.1,2.0,3.0,1.0
Yes,111.0,1,1,0.0,304.6,56.0,51.78,157.6,101.0,13.4,188.2,116.0,8.47,12.4,1.0,3.35,1.0
Yes,123.0,1,1,0.0,242.2,87.0,41.17,226.1,101.0,19.22,268.6,121.0,12.09,8.2,3.0,2.21,5.0
Yes,51.0,1,1,0.0,229.7,129.0,39.05,336.0,104.0,28.56,192.8,128.0,8.68,9.6,1.0,2.59,1.0
Yes,89.0,1,1,0.0,303.9,95.0,51.66,260.9,114.0,22.18,312.1,89.0,14.04,5.3,3.0,1.43,1.0
Yes,103.0,0,1,0.0,255.9,128.0,43.5,140.9,92.0,11.98,308.9,130.0,13.9,12.1,2.0,3.27,1.0
Yes,208.0,1,1,0.0,326.5,67.0,55.51,176.3,113.0,14.99,181.7,102.0,8.18,10.7,6.0,2.89,2.0
Yes,124.0,1,1,0.0,108.2,92.0,18.39,214.3,83.0,18.22,185.5,155.0,8.35,13.2,11.0,3.56,4.0
Yes,128.0,0,0,32.0,223.5,81.0,38.0,188.8,74.0,16.05,154.9,101.0,6.97,9.4,2.0,2.54,2.0
Yes,166.0,1,0,7.763636363636364,196.7,109.0,33.44,124.3,107.0,10.57,198.3,94.0,8.92,11.0,5.0,2.97,5.0
Yes,128.0,0,1,0.0,192.8,96.0,32.78,136.6,86.0,11.61,151.8,75.0,6.83,13.5,4.0,3.65,1.0
Yes,138.0,0,1,0.0,286.2,61.0,48.65,187.2,60.0,15.91,146.2,114.0,6.58,11.0,4.0,2.97,2.0
Yes,76.0,1,1,0.0,222.0,99.0,37.74,200.67979797979797,122.0,18.35,204.1,131.0,9.18,8.2,5.0,2.21,3.0
Yes,81.0,0,1,0.0,149.4,68.0,25.4,171.9,98.0,14.61,214.5,97.0,9.65,17.9,3.0,4.83,3.0
Yes,167.0,1,1,0.0,131.6,120.0,22.37,211.3,96.0,17.96,168.3,97.0,7.57,11.1,4.0,3.0,4.0
Yes,44.0,1,1,0.0,288.1,112.0,48.98,258.0,92.0,21.93,192.4,90.0,8.66,10.2,4.0,2.75,3.0
Yes,98.0,1,1,0.0,217.2,121.0,36.92,303.4,73.0,25.79,197.1,71.0,8.87,12.4,2.0,3.35,0.0
Yes,155.0,0,0,38.0,234.6,84.0,39.88,214.9,119.0,18.27,196.7,69.0,8.85,8.0,2.0,2.16,1.0
Yes,68.0,0,1,0.0,148.5,126.0,25.25,219.4,125.0,18.65,198.5,121.0,8.93,14.5,7.0,3.92,1.0
Yes,98.0,1,1,0.0,136.9,120.0,23.27,180.6,84.0,15.35,172.9,94.0,7.78,11.9,4.0,3.21,4.0
Yes,102.0,1,1,0.0,273.2,85.0,46.44,211.1,82.0,17.94,203.7,129.0,9.17,13.1,7.0,3.54,2.0
Yes,44.0,1,1,0.0,228.1,121.0,38.78,276.5,79.0,23.5,279.8,77.0,12.59,9.9,5.0,2.67,2.0
Yes,80.0,1,1,0.0,322.3,113.0,54.79,222.0,95.0,18.87,162.8,123.0,7.33,6.7,8.0,1.81,0.0
Yes,103.0,1,0,36.0,87.2,92.0,14.82,169.3,110.0,14.39,166.7,80.0,7.5,10.9,5.0,2.94,6.0
Yes,140.0,1,1,0.0,120.3,108.0,20.45,240.4,84.0,20.43,216.4,74.0,9.74,7.7,3.0,2.08,4.0
Yes,121.0,0,1,0.0,167.7,94.0,28.51,93.7,121.0,7.96,241.3,115.0,10.86,13.4,1.0,3.62,3.0
Yes,77.0,0,1,0.0,323.7,106.0,30.62938639792639,139.2,99.0,11.83,204.4,89.0,9.2,8.5,3.0,2.3,6.0
Yes,136.0,1,1,0.0,276.3,94.0,46.97,226.0,125.0,19.21,221.4,87.0,9.96,7.2,1.0,1.94,1.0
Yes,116.0,1,1,0.0,288.0,120.0,48.96,255.8,90.0,21.74,233.4,99.0,10.5,13.4,4.0,3.62,0.0
Yes,95.0,0,1,0.0,165.5,84.0,28.14,286.2,112.0,24.33,198.9,89.0,8.95,11.5,2.0,3.11,1.0
Yes,179.0,1,1,0.0,287.3,123.0,48.84,288.0,114.0,24.48,200.46569696969695,112.0,11.97,10.5,4.0,2.84,0.0
Yes,101.0,1,1,0.0,89.7,118.0,15.25,260.1,79.0,22.11,170.1,93.0,7.65,13.5,11.0,3.65,5.0
Yes,146.0,1,1,0.0,138.4,104.0,23.53,158.9,122.0,13.51,47.4,73.0,2.13,3.9,9.0,1.05,4.0
Yes,93.0,0,1,0.0,216.9,61.0,36.87,207.4,120.0,17.63,221.7,110.0,9.98,17.5,5.0,4.73,1.0
Yes,87.0,1,1,0.0,322.5,106.0,54.83,204.6,93.0,17.39,186.2,128.0,8.38,9.4,4.0,2.54,2.0
Yes,170.0,1,1,0.0,285.7,44.0,48.57,167.5,144.0,14.24,260.0,97.0,11.7,8.7,4.0,2.35,1.0
Yes,128.0,1,0,18.0,222.1,89.0,37.76,160.6,109.0,13.65,218.8,102.0,9.85,13.6,2.0,3.67,0.0
Yes,148.0,1,1,0.0,279.3,104.0,47.48,201.6,87.0,17.14,280.8,99.0,12.64,7.9,2.0,2.13,2.0
Yes,114.0,0,1,0.0,200.7,72.0,34.12,271.2,79.0,23.05,188.2,97.0,8.47,13.4,7.0,3.62,2.0
Yes,100.23829504382999,1,0,33.0,186.4,84.0,31.69,201.0,136.0,17.09,286.7,103.0,12.9,11.1,3.0,3.0,2.0
Yes,116.0,1,1,0.0,133.3,94.0,22.66,247.8,126.0,21.06,219.0,78.0,9.86,11.3,5.0,3.05,5.0
Yes,154.0,1,1,0.0,154.5,122.0,26.27,214.2,71.0,18.21,178.0,105.0,8.01,12.0,2.0,3.24,3.0
Yes,69.0,0,1,0.0,180.30662450726038,90.0,47.57,248.7,91.0,21.14,171.0,118.0,7.69,8.4,10.0,2.772088170957108,2.0
Yes,139.0,0,0,31.0,203.5,82.0,34.6,200.3,72.0,17.03,214.0,112.0,9.63,13.4,6.0,3.62,1.0
Yes,143.0,1,1,0.0,223.3,99.0,37.96,167.1,128.0,14.2,203.0,84.0,9.14,4.5,4.0,1.22,0.0
Yes,140.0,1,1,0.0,143.0,100.0,24.31,193.4,89.0,16.44,59.5,81.0,2.68,12.3,8.0,3.32,4.0
Yes,119.0,0,0,16.0,147.2,103.0,25.02,160.1,96.0,13.61,184.0,120.0,8.28,7.7,2.0,2.08,0.0
Yes,110.0,1,1,0.0,220.9,100.0,37.55,279.6,76.0,23.77,239.8,107.0,10.79,13.5,9.0,3.65,1.0
Yes,88.0,1,1,0.0,264.8,124.0,45.02,245.4,112.0,20.86,160.5,115.0,7.22,14.8,2.0,4.0,1.0
Yes,50.0,1,1,0.0,160.1,64.0,27.22,208.7,123.0,17.74,199.7,84.0,8.99,7.6,12.0,2.772088170957108,5.0
Yes,91.0,0,1,0.0,145.0,89.0,24.65,175.8,102.0,14.94,223.7,151.0,10.07,16.7,3.0,4.51,2.0
Yes,132.0,1,0,36.0,226.2,103.0,38.45,181.6,125.0,15.44,258.8,102.0,11.65,10.5,5.0,2.84,3.0
Yes,120.0,1,1,0.0,212.1,131.0,36.06,209.4,104.0,17.8,167.2,96.0,7.52,5.3,5.0,1.43,1.0
Yes,78.0,1,1,0.0,103.5,115.0,17.6,117.9,102.0,10.02,201.0,94.0,9.05,12.0,3.0,3.24,4.0
Yes,51.0,0,1,0.0,153.6,108.0,26.11,232.9,85.0,19.8,214.2,92.0,9.64,14.1,4.0,3.81,0.0
Yes,197.0,0,1,0.0,127.3,80.0,21.64,222.3,115.0,18.9,173.9,95.0,7.83,13.7,5.0,3.7,5.0
Yes,68.0,0,0,29.0,195.5,113.0,33.24,171.6,96.0,14.59,204.0,85.0,9.18,13.5,9.0,3.65,1.0
Yes,127.0,0,1,0.0,143.2,60.0,24.34,179.5,159.0,15.26,171.8,122.0,7.73,6.2,4.0,1.67,4.0
Yes,110.0,1,1,0.0,180.30662450726038,108.0,46.09,237.0,122.0,20.15,239.9,122.0,10.8,9.8,5.0,2.65,2.0
Yes,133.0,1,1,0.0,338.4,86.0,57.53,234.6,97.0,19.94,264.8,139.0,11.92,14.8,4.0,4.0,3.0
Yes,161.0,1,1,0.0,297.9,141.0,50.64,238.1,107.0,20.24,240.5,93.0,10.82,8.9,5.0,2.4,1.0
Yes,105.0,1,1,0.0,270.9,98.0,46.05,226.2,110.0,19.23,178.8,60.0,8.05,8.8,5.0,2.38,0.0
Yes,137.0,0,1,0.0,312.4,110.0,53.11,231.1,73.0,19.64,120.1,78.0,5.4,10.6,4.432525252525252,2.86,1.0
Yes,71.0,0,1,0.0,178.2,113.0,30.29,167.8,94.0,14.26,182.1,111.0,8.19,13.6,3.0,3.67,3.0
Yes,55.0,1,0,45.0,130.5,114.0,22.19,208.4,94.0,17.71,141.6,114.0,6.37,11.0,5.0,2.97,4.0
Yes,98.0,1,1,0.0,0.0,0.0,0.0,159.6,130.0,13.57,167.1,88.0,7.52,6.8,1.0,1.84,4.0
Yes,146.0,1,1,0.0,149.3,83.0,25.38,187.1,130.0,15.9,149.8,100.0,6.74,7.9,4.0,2.13,7.0
Yes,99.0,1,1,0.0,135.7,107.0,23.07,208.4,103.0,17.71,209.0,95.0,9.4,8.8,3.0,2.38,7.0
Yes,88.0,0,1,0.0,132.9,132.0,22.59,208.2,82.0,17.7,260.5,42.0,11.72,14.4,11.0,3.89,2.0
Yes,61.0,1,1,0.0,140.8,126.0,23.94,212.5,115.0,18.06,141.7,79.0,6.38,6.4,5.0,1.73,4.0
Yes,93.0,1,1,0.0,214.4,112.0,36.45,261.5,97.0,22.23,280.8,112.0,12.64,14.8,3.0,4.0,0.0
Yes,53.0,1,1,0.0,228.6,117.0,38.86,132.8,123.0,11.29,227.2,124.0,10.22,10.1,2.0,2.73,9.0
Yes,125.0,0,1,0.0,187.3,118.0,31.84,160.7,111.0,13.66,263.8,112.0,11.87,9.6,2.0,2.59,1.569090909090909
Yes,181.0,0,1,0.0,161.3,83.0,27.42,124.4,83.0,10.57,262.0,98.0,11.79,14.1,3.0,3.81,0.0
Yes,161.0,1,1,0.0,332.9,67.0,56.59,317.8,97.0,27.01,160.6,128.0,7.23,5.4,9.0,1.46,4.0
Yes,105.0,0,0,28.0,156.1,89.0,26.54,107.1,114.0,9.1,167.7,95.0,7.55,14.7,3.0,3.97,0.0
Yes,55.0,1,1,0.0,285.7,124.0,48.57,230.9,106.0,19.63,230.7,140.0,10.38,14.8,7.0,4.0,0.0
Yes,147.0,0,0,35.0,157.5,109.0,26.78,189.6,67.0,16.12,227.0,76.0,10.22,11.1,2.0,3.0,3.0
Yes,136.0,1,1,0.0,240.1,121.0,40.82,271.2,123.0,23.05,132.7,98.0,5.97,17.2,4.0,4.64,0.0
Yes,70.0,0,1,0.0,226.7,98.0,38.54,228.1,115.0,19.39,73.2,93.0,3.29,17.6,4.0,4.75,2.0
Yes,64.0,0,1,0.0,225.3,134.0,38.3,108.2,87.0,9.2,139.6,132.0,6.28,17.3,9.0,4.67,1.0
Yes,73.0,1,0,31.0,82.3,105.0,13.99,256.1,91.0,21.77,229.6,98.0,10.33,11.8,2.0,3.19,6.0
Yes,98.0,1,1,0.0,307.2,100.03878787878787,52.22,138.6,97.0,11.78,381.6,99.0,17.17,10.2,4.0,2.75,2.0
Yes,76.0,1,1,0.0,129.7,84.0,22.05,177.5,80.0,15.09,228.9,87.0,10.3,7.5,3.0,2.03,5.0
Yes,162.0,1,1,0.0,70.7,108.0,12.02,157.5,87.0,13.39,154.8,82.0,6.97,9.1,3.0,2.46,4.0
Yes,112.0,1,1,0.0,242.1,69.0,41.16,235.2,150.0,19.99,237.7,106.0,10.7,10.0,5.0,2.7,3.0
Yes,135.0,1,0,28.0,201.4,100.0,34.24,246.5,117.0,20.95,154.8,131.0,6.97,12.9,4.0,3.48,2.0
Yes,143.0,1,1,0.0,167.8,72.0,28.53,211.0,99.0,17.94,153.5,109.0,6.91,10.5,6.0,2.84,4.0
Yes,92.0,1,1,0.0,154.0,122.0,26.18,329.8,88.0,28.03,288.0,117.0,12.96,5.6,2.0,1.51,3.0
Yes,113.0,1,1,0.0,209.4,151.0,35.6,347.3,113.0,29.52,246.0,116.0,11.07,7.4,2.0,2.0,1.0
Yes,101.0,1,1,0.0,239.0,156.0,40.63,273.0,106.0,23.21,278.2,93.0,12.52,13.5,8.0,3.65,1.0
Yes,106.0,0,1,0.0,133.7,45.0,22.73,187.8,107.0,15.96,181.9,89.0,8.19,10.7,2.0,2.89,1.0
Yes,52.0,1,1,0.0,257.9,80.0,43.84,220.7,82.0,18.76,225.4,70.0,10.14,16.8,3.0,4.54,2.0
Yes,90.0,1,1,0.0,104.0,104.0,17.68,170.9,106.0,14.53,158.8,99.0,7.15,8.7,5.0,2.35,4.0
Yes,77.0,1,0,28.0,135.9,117.0,23.1,244.5,102.0,20.78,207.5,74.0,9.34,11.5,3.0,3.11,4.0
Yes,64.0,0,1,0.0,236.2,77.0,40.15,218.6,85.0,18.58,194.1,97.0,8.73,13.2,2.0,3.56,2.0
Yes,103.0,1,1,0.0,267.0,97.0,30.62938639792639,204.3,151.0,17.37,246.9,67.0,11.11,11.3,7.0,3.05,1.0
Yes,88.0,1,1,0.0,85.7,112.0,14.57,221.6,70.0,18.84,190.6,75.0,8.58,11.6,3.0,3.13,4.0
Yes,117.0,0,1,0.0,158.1,101.0,26.88,315.1,96.0,26.78,176.1,108.0,7.92,13.9,2.0,3.75,3.0
Yes,23.0,1,1,0.0,113.1,74.0,19.23,168.8,95.0,14.35,262.9,126.0,11.83,6.9,2.0,1.86,1.0
Yes,116.0,1,1,0.0,159.4,79.0,27.1,179.5,88.0,15.26,167.8,71.0,7.55,9.7,2.0,2.62,6.0
Yes,105.0,0,1,0.0,273.9,119.0,46.56,278.6,103.0,23.68,255.3,90.0,11.49,10.9,7.0,2.94,1.0
Yes,103.0,1,0,35.0,110.5,101.0,18.79,208.3,81.0,17.71,87.4,77.0,3.93,13.9,2.0,3.75,4.0
Yes,137.0,1,1,0.0,144.5,119.0,24.57,167.3,89.0,14.22,175.1,76.0,7.88,6.1,4.0,1.65,5.0
Yes,171.0,1,1,0.0,270.5,69.0,45.99,230.0,112.0,19.55,136.0,111.0,6.12,9.6,5.0,2.59,1.0
Yes,16.0,1,1,0.0,229.6,78.0,39.03,205.7,108.0,17.48,166.2,91.0,7.48,10.8,2.0,2.92,0.0
Yes,131.0,1,1,0.0,131.6,95.0,22.37,179.3,109.0,15.24,251.2,129.0,11.3,15.5,3.0,4.19,1.0
Yes,34.0,1,1,0.0,293.7,89.0,49.93,272.5,71.0,23.16,178.2,76.0,8.02,11.0,10.0,2.97,2.0
Yes,38.0,1,1,0.0,281.1,113.0,47.79,236.1,82.0,20.07,230.1,60.0,10.35,10.9,3.0,2.94,1.0
Yes,107.0,1,1,0.0,260.6,81.0,44.3,246.1,116.0,20.92,243.3,117.0,10.95,12.8,9.0,3.46,0.0
Yes,141.0,1,0,32.0,322.4,92.0,54.81,283.2,107.0,24.07,209.5,111.0,9.43,6.7,3.0,1.81,1.0
Yes,40.0,1,0,31.0,224.7,69.0,38.2,134.5,81.0,11.43,120.3,104.0,5.41,7.5,5.0,2.03,1.0
Yes,39.0,1,1,0.0,295.4,126.0,50.22,232.1,117.0,19.73,204.4,123.0,9.2,11.5,2.0,3.11,1.0
Yes,117.0,0,1,0.0,287.4,118.0,48.86,259.6,84.0,22.07,153.2,86.0,6.89,10.0,3.0,2.7,1.0
Yes,178.0,1,0,32.0,148.7,95.0,25.28,198.6,55.0,16.88,187.0,113.0,8.41,10.4,7.0,2.81,6.0
Yes,71.0,1,1,0.0,278.9,110.0,47.41,190.2,67.0,16.17,255.2,84.0,11.48,11.7,7.0,3.16,0.0
Yes,100.0,1,1,0.0,278.0,76.0,47.26,176.7,74.0,15.02,219.5,126.0,9.88,8.3,4.0,2.24,0.0
Yes,65.0,1,1,0.0,245.7,139.0,41.77,241.9,113.0,20.56,285.3,117.0,12.84,4.2,5.0,1.13,4.0
Yes,97.0,1,1,0.0,252.6,89.0,42.94,340.3,91.0,28.93,256.5,67.0,11.54,8.8,5.0,2.38,1.0
Yes,37.0,0,1,0.0,172.9,119.0,29.39,183.0,86.0,15.56,226.4,100.0,10.19,9.8,1.0,2.65,0.0
Yes,105.0,1,1,0.0,106.4,71.0,18.09,240.1,83.0,20.41,147.7,114.0,6.65,5.3,4.0,1.43,6.0
Yes,138.0,0,0,28.0,211.2,117.0,35.9,312.5,98.0,26.56,178.0,118.0,8.01,10.7,2.0,2.89,3.0
Yes,185.0,1,0,24.0,121.6,100.0,20.67,108.3,77.0,9.21,206.3,98.0,9.28,12.3,2.0,3.32,5.0
Yes,62.0,1,1,0.0,119.3,94.0,20.28,224.0,81.0,19.04,156.7,78.0,7.05,12.1,6.0,3.27,5.0
Yes,91.0,1,1,0.0,153.2,70.0,26.04,231.7,91.0,19.69,115.1,80.0,5.18,9.8,3.0,2.65,4.0
Yes,101.0,1,0,36.0,123.7,125.0,21.03,172.6,106.0,14.67,280.5,127.0,12.62,8.8,4.0,2.38,1.0
Yes,118.0,1,1,0.0,297.2,113.0,50.52,188.8,114.0,16.05,188.9,100.0,8.5,12.4,6.0,3.35,1.0
Yes,35.0,1,1,0.0,138.1,115.0,23.48,158.2,82.0,13.45,215.7,118.0,9.71,10.3,2.0,2.78,5.0
Yes,100.0,0,1,0.0,159.9,94.0,27.18,200.67979797979797,95.0,15.29,154.4,102.0,6.95,11.6,2.0,3.13,2.0
Yes,94.0,1,1,0.0,234.4,103.0,39.85,279.3,109.0,23.74,234.2,121.0,10.54,2.0,2.0,0.54,1.0
Yes,89.0,1,1,0.0,213.0,63.0,36.21,176.6,71.0,15.01,262.6,126.0,11.82,9.1,1.0,2.46,1.0
Yes,157.0,1,1,0.0,248.7,113.0,42.28,251.8,79.0,21.4,262.7,46.0,11.82,7.5,3.0,2.03,5.0
Yes,13.0,1,1,0.0,303.2,133.0,51.54,170.5,86.0,14.49,227.6,80.0,10.24,11.5,3.0,3.11,0.0
Yes,110.0,0,1,0.0,293.3,79.0,49.86,188.5,90.0,17.048292929292934,266.9,91.0,12.01,14.5,4.0,3.92,0.0
Yes,83.0,0,1,0.0,197.6,105.0,33.59,177.5,96.0,15.09,126.8,100.0,5.71,9.2,1.0,2.48,3.0
Yes,81.0,1,0,28.0,167.9,147.0,28.54,190.7,105.0,16.21,193.0,103.0,8.69,9.2,6.0,2.48,4.0
